  Compare Sequence names             Sd        Sn         S         N      ps      pn     ds      dn     ds/dn     ps/pn
  74   96 XM_022445 XM_022444  319.0000 1043.0000  456.5000 1673.5000  0.6988  0.6232 2.0132  1.3334    1.5099    1.1212
  74   97 XM_022445 XM_022443  186.6667  645.3333  269.5000 1032.5000  0.6926  0.6250 1.9281  1.3439    1.4346    1.1082
  74   98 XM_022445 XM_022446  182.8333  612.1667  253.1667  928.8333  0.7222  0.6591 2.4709  1.5825    1.5614    1.0958
  74   99 XM_022445 XM_022438  159.5000  525.5000  220.6667  763.3333  0.7228  0.6884 2.4879  1.8749    1.3270    1.0499
  74  100 XM_022445 XM_022476  205.3333  727.6667  286.6667 1051.3333  0.7163  0.6921 2.3265  1.9215    1.2108    1.0349
  74  101 XM_022445 XM_022443  324.1667 1176.8333  449.0000 1693.0000  0.7220  0.6951 2.4652  1.9612    1.2570    1.0386
  74  102 XM_022445 XM_022448  322.6667 1198.3333  453.1667 1688.8333  0.7120  0.7096 2.2374  2.1902    1.0215    1.0035
  75   76 XM_022440 XM_022445   49.5000  185.5000   83.1667  369.8333  0.5952  0.5016 1.1834  0.8287    1.4280    1.1866
  75   77 XM_022440 XM_022459  189.0000  745.0000  266.8333 1092.1667  0.7083  0.6821 2.1673  1.8019    1.2028    1.0384
  75   78 XM_022440 XM_022459  174.0000  672.0000  242.3333  990.6667  0.7180  0.6783 2.3662  1.7610    1.3437    1.0585
  75   79 XM_022440 XM_022459  190.0000  746.0000  266.6667 1092.3333  0.7125  0.6829 2.2468  1.8109    1.2407    1.0433
  75   80 XM_022440 XM_022459  182.6667  705.3333  254.0000 1039.0000  0.7192  0.6789 2.3934  1.7665    1.3549    1.0594
  75   81 XM_022440 XM_022459  182.3333  702.6667  255.0000 1035.0000  0.7150  0.6789 2.2992  1.7670    1.3012    1.0532
  75   82 XM_022440 XM_022476  165.3333  526.6667  215.6667  843.3333  0.7666  0.6245    nan  1.3409       nan    1.2276
  75   83 XM_022440 XM_022476  164.8333  523.1667  214.8333  838.1667  0.7673  0.6242    nan  1.3389       nan    1.2292
  75   84 XM_022440 XM_022476  162.0000  507.0000  209.5000  816.5000  0.7733  0.6209    nan  1.3199       nan    1.2453
  75   85 XM_022440 XM_022476  197.0000  704.0000  269.8333 1080.1667  0.7301  0.6518 2.7213  1.5244    1.7851    1.1202
  75   86 XM_022440 XM_022476  181.5000  671.5000  268.3333 1045.6667  0.6764  0.6422 1.7410  1.4547    1.1969    1.0533
  75   87 XM_022440 XM_022476  188.3333  695.6667  278.1667 1077.8333  0.6771  0.6454 1.7477  1.4777    1.1828    1.0490
  75   88 XM_022440 XM_022476  185.5000  682.5000  271.5000 1060.5000  0.6832  0.6436 1.8142  1.4644    1.2389    1.0617
  75   89 XM_022440 XM_022476  174.3333  654.6667  259.0000 1019.0000  0.6731  0.6425 1.7082  1.4567    1.1727    1.0477
  75   90 XM_022440 XM_022476  186.1667  692.8333  275.0000 1075.0000  0.6770  0.6445 1.7469  1.4710    1.1876    1.0504
  75   91 XM_022440 XM_022454  137.1667  443.8333  187.3333  733.6667  0.7322  0.6050 2.8059  1.2323    2.2771    1.2104
  75   92 XM_022440 XM_022447  146.5000  472.5000  197.1667  774.8333  0.7430  0.6098 3.5084  1.2578    2.7893    1.2185
  75   93 XM_022440 XM_022461  173.5000  663.5000  262.8333 1006.1667  0.6601  0.6594 1.5911  1.5855    1.0036    1.0010
  75   94 XM_022440 XM_022459  196.0000  737.0000  284.3333 1098.6667  0.6893  0.6708 1.8860  1.6862    1.1185    1.0276
  75   95 XM_022440 XM_022444  226.5000  641.5000  288.6667 1082.3333  0.7846  0.5927    nan  1.1714       nan    1.3238
  75   96 XM_022440 XM_022444  212.1667  686.8333  295.0000 1097.0000  0.7192  0.6261 2.3946  1.3505    1.7732    1.1487
  75   97 XM_022440 XM_022443  189.1667  633.8333  265.3333 1084.6667  0.7129  0.5844 2.2556  1.1327    1.9914    1.2200
  75   98 XM_022440 XM_022446  194.1667  680.8333  266.5000 1044.5000  0.7286  0.6518 2.6668  1.5250    1.7487    1.1178
  75   99 XM_022440 XM_022438  166.5000  600.5000  238.0000  875.0000  0.6996  0.6863 2.0248  1.8492    1.0949    1.0194
  75  100 XM_022440 XM_022476  214.8333  793.1667  292.6667 1138.3333  0.7341  0.6968 2.8882  1.9842    1.4556    1.0535
  75  101 XM_022440 XM_022443  199.1667  817.8333  296.5000 1155.5000  0.6717  0.7078 1.6949  2.1578    0.7855    0.9491
  75  102 XM_022440 XM_022448  219.1667  817.8333  293.8333 1167.1667  0.7459  0.7007 3.9046  2.0416    1.9125    1.0645
  76   77 XM_022445 XM_022459   65.1667  231.8333   84.6667  353.3333  0.7697  0.6561    nan  1.5586       nan    1.1731
  76   78 XM_022445 XM_022459   65.1667  231.8333   84.6667  353.3333  0.7697  0.6561    nan  1.5586       nan    1.1731
  76   79 XM_022445 XM_022459   65.1667  231.8333   84.6667  353.3333  0.7697  0.6561    nan  1.5586       nan    1.1731
  76   80 XM_022445 XM_022459   65.1667  231.8333   84.6667  353.3333  0.7697  0.6561    nan  1.5586       nan    1.1731
  76   81 XM_022445 XM_022459   63.0000  232.0000   84.8333  353.1667  0.7426  0.6569 3.4673  1.5649    2.2156    1.1305
  76   82 XM_022445 XM_022476   60.0000  214.0000   77.1667  333.8333  0.7775  0.6410    nan  1.4468       nan    1.2129
  76   83 XM_022445 XM_022476   60.0000  214.0000   77.1667  333.8333  0.7775  0.6410    nan  1.4468       nan    1.2129
  76   84 XM_022445 XM_022476   60.0000  214.0000   77.1667  333.8333  0.7775  0.6410    nan  1.4468       nan    1.2129
  76   85 XM_022445 XM_022476   57.5000  216.5000   76.5000  334.5000  0.7516  0.6472    nan  1.4907       nan    1.1613
  76   86 XM_022445 XM_022476   57.3333  238.6667   84.1667  356.8333  0.6812  0.6688 1.7915  1.6678    1.0742    1.0185
  76   87 XM_022445 XM_022476   57.3333  238.6667   84.1667  356.8333  0.6812  0.6688 1.7915  1.6678    1.0742    1.0185
  76   88 XM_022445 XM_022476   58.5000  232.5000   83.3333  351.6667  0.7020  0.6611 2.0617  1.5997    1.2887    1.0618
  76   89 XM_022445 XM_022476   58.5000  232.5000   83.3333  351.6667  0.7020  0.6611 2.0617  1.5997    1.2887    1.0618
  76   90 XM_022445 XM_022476   58.5000  232.5000   83.3333  351.6667  0.7020  0.6611 2.0617  1.5997    1.2887    1.0618
  76   91 XM_022445 XM_022454   39.5000  159.5000   59.6667  246.3333  0.6620  0.6475 1.6071  1.4926    1.0767    1.0224
  76   92 XM_022445 XM_022447   49.8333  191.1667   70.0000  290.0000  0.7119  0.6592 2.2350  1.5835    1.4114    1.0800
  76   93 XM_022445 XM_022461   69.3333  251.6667   87.3333  344.6667  0.7939  0.7302    nan  2.7248       nan    1.0873
  76   94 XM_022445 XM_022459   71.0000  257.0000   90.0000  354.0000  0.7889  0.7260    nan  2.5812       nan    1.0866
  76   95 XM_022445 XM_022444   71.1667  219.8333   87.5000  347.5000  0.8133  0.6326    nan  1.3910       nan    1.2857
  76   96 XM_022445 XM_022444   60.3333  230.6667   90.6667  353.3333  0.6654  0.6528 1.6370  1.5327    1.0680    1.0193
  76   97 XM_022445 XM_022443   60.5000  232.5000   78.8333  365.1667  0.7674  0.6367    nan  1.4175       nan    1.2054
  76   98 XM_022445 XM_022446   62.6667  234.3333   87.5000  356.5000  0.7162  0.6573 2.3245  1.5682    1.4823    1.0896
  76   99 XM_022445 XM_022438   54.6667  256.3333   89.0000  355.0000  0.6142  0.7221 1.2818  2.4677    0.5195    0.8507
  76  100 XM_022445 XM_022476   68.8333  243.1667   87.1667  362.8333  0.7897  0.6702    nan  1.6803       nan    1.1783
  76  101 XM_022445 XM_022443   73.8333  259.1667   92.0000  364.0000  0.8025  0.7120    nan  2.2368       nan    1.1272
  76  102 XM_022445 XM_022448   70.1667  253.8333   86.1667  369.8333  0.8143  0.6863    nan  1.8499       nan    1.1864
  77   78 XM_022459 XM_022459    0.0000    0.0000  289.3333 1144.6667  0.0000  0.0000 0.0000  0.0000       nan       nan
  77   79 XM_022459 XM_022459    2.0000    5.0000  300.0000 1206.0000  0.0067  0.0041 0.0067  0.0042    1.6107    1.6080
  77   80 XM_022459 XM_022459    1.0000    2.0000  286.1667 1144.8333  0.0035  0.0017 0.0035  0.0017    2.0026    2.0003
  77   81 XM_022459 XM_022459   47.3333  141.6667  283.0000 1112.0000  0.1673  0.1274 0.1892  0.1396    1.3554    1.3129
  77   82 XM_022459 XM_022476  173.1667  633.8333  232.5000  910.5000  0.7448  0.6961 3.7290  1.9752    1.8879    1.0699
  77   83 XM_022459 XM_022476  172.5000  629.5000  231.5000  905.5000  0.7451  0.6952 3.7793  1.9622    1.9260    1.0718
  77   84 XM_022459 XM_022476  158.5000  566.5000  210.0000  819.0000  0.7548  0.6917    nan  1.9158       nan    1.0912
  77   85 XM_022459 XM_022476  222.0000  807.0000  294.1667 1163.8333  0.7547  0.6934    nan  1.9380       nan    1.0884
  77   86 XM_022459 XM_022476  215.5000  730.5000  275.0000 1063.0000  0.7836  0.6872    nan  1.8602       nan    1.1403
  77   87 XM_022459 XM_022476  224.0000  764.0000  288.1667 1109.8333  0.7773  0.6884    nan  1.8745       nan    1.1292
  77   88 XM_022459 XM_022476  211.5000  738.5000  276.0000 1074.0000  0.7663  0.6876    nan  1.8651       nan    1.1144
  77   89 XM_022459 XM_022476  204.5000  712.5000  263.3333 1035.6667  0.7766  0.6880    nan  1.8693       nan    1.1288
  77   90 XM_022459 XM_022476  220.5000  758.5000  283.0000 1100.0000  0.7792  0.6895    nan  1.8886       nan    1.1300
  77   91 XM_022459 XM_022454  157.0000  533.0000  195.8333  758.1667  0.8017  0.7030    nan  2.0776       nan    1.1404
  77   92 XM_022459 XM_022447  151.3333  558.6667  198.8333  776.1667  0.7611  0.7198    nan  2.4086       nan    1.0574
  77   93 XM_022459 XM_022461  181.5000  710.5000  260.5000 1023.5000  0.6967  0.6942 1.9836  1.9485    1.0180    1.0037
  77   94 XM_022459 XM_022459  201.1667  748.8333  272.5000 1059.5000  0.7382  0.7068 3.1157  2.1403    1.4557    1.0445
  77   95 XM_022459 XM_022444  239.5000  811.5000  312.5000 1157.5000  0.7664  0.7011    nan  2.0474       nan    1.0932
  77   96 XM_022459 XM_022444  230.1667  815.8333  314.8333 1182.1667  0.7311  0.6901 2.7597  1.8958    1.4557    1.0593
  77   97 XM_022459 XM_022443  190.8333  770.1667  277.3333 1117.6667  0.6881  0.6891 1.8709  1.8829    0.9936    0.9986
  77   98 XM_022459 XM_022446  195.5000  670.5000  256.6667 1006.3333  0.7617  0.6663    nan  1.6444       nan    1.1432
  77   99 XM_022459 XM_022438  180.8333  643.1667  241.0000  881.0000  0.7503  0.7300    nan  2.7198       nan    1.0278
  77  100 XM_022459 XM_022476  220.1667  829.8333  297.3333 1160.6667  0.7405  0.7150 3.2743  2.2977    1.4250    1.0357
  77  101 XM_022459 XM_022443  231.6667  828.3333  318.3333 1229.6667  0.7277  0.6736 2.6383  1.7133    1.5399    1.0803
  77  102 XM_022459 XM_022448  232.6667  867.3333  317.0000 1234.0000  0.7340  0.7029 2.8839  2.0753    1.3897    1.0442
  78   79 XM_022459 XM_022459    2.0000    4.0000  279.0000 1101.0000  0.0072  0.0036 0.0072  0.0036    1.9778    1.9731
  78   80 XM_022459 XM_022459    1.0000    2.0000  277.5000 1093.5000  0.0036  0.0018 0.0036  0.0018    1.9726    1.9703
  78   81 XM_022459 XM_022459   47.3333  139.6667  270.1667 1055.8333  0.1752  0.1323 0.1995  0.1455    1.3711    1.3245
  78   82 XM_022459 XM_022476  157.5000  560.5000  211.0000  812.0000  0.7464  0.6903 4.0139  1.8977    2.1151    1.0814
  78   83 XM_022459 XM_022476  156.8333  556.1667  210.0000  807.0000  0.7468  0.6892 4.0987  1.8841    2.1754    1.0836
  78   84 XM_022459 XM_022476  142.8333  493.1667  188.5000  720.5000  0.7577  0.6845    nan  1.8283       nan    1.1070
  78   85 XM_022459 XM_022476  206.8333  732.1667  272.0000 1060.0000  0.7604  0.6907    nan  1.9034       nan    1.1009
  78   86 XM_022459 XM_022476  198.8333  665.1667  253.6667  970.3333  0.7838  0.6855    nan  1.8401       nan    1.1434
  78   87 XM_022459 XM_022476  207.0000  697.0000  266.6667 1017.3333  0.7762  0.6851    nan  1.8357       nan    1.1330
  78   88 XM_022459 XM_022476  195.3333  674.6667  254.8333  981.1667  0.7665  0.6876    nan  1.8651       nan    1.1147
  78   89 XM_022459 XM_022476  188.0000  645.0000  242.0000  943.0000  0.7769  0.6840    nan  1.8227       nan    1.1358
  78   90 XM_022459 XM_022476  203.5000  691.5000  261.5000 1007.5000  0.7782  0.6864    nan  1.8500       nan    1.1338
  78   91 XM_022459 XM_022454  144.5000  479.5000  176.6667  681.3333  0.8179  0.7038    nan  2.0898       nan    1.1622
  78   92 XM_022459 XM_022447  138.5000  495.5000  178.5000  688.5000  0.7759  0.7197    nan  2.4062       nan    1.0781
  78   93 XM_022459 XM_022461  175.1667  660.8333  244.8333  952.1667  0.7155  0.6940 2.3083  1.9465    1.1859    1.0309
  78   94 XM_022459 XM_022459  187.5000  683.5000  250.3333  964.6667  0.7490  0.7085 4.9661  2.1714    2.2870    1.0571
  78   95 XM_022459 XM_022444  220.8333  742.1667  287.0000 1057.0000  0.7695  0.7021    nan  2.0639       nan    1.0959
  78   96 XM_022459 XM_022444  213.8333  746.1667  290.3333 1080.6667  0.7365  0.6905 3.0136  1.9002    1.5859    1.0667
  78   97 XM_022459 XM_022443  169.6667  701.3333  253.3333 1015.6667  0.6697  0.6905 1.6761  1.9008    0.8818    0.9699
  78   98 XM_022459 XM_022446  176.6667  604.3333  235.1667  913.8333  0.7512  0.6613    nan  1.6013       nan    1.1360
  78   99 XM_022459 XM_022438  168.3333  572.6667  218.3333  792.6667  0.7710  0.7225    nan  2.4782       nan    1.0672
  78  100 XM_022459 XM_022476  201.8333  761.1667  272.6667 1065.3333  0.7402  0.7145 3.2548  2.2876    1.4228    1.0360
  78  101 XM_022459 XM_022443  215.8333  761.1667  295.3333 1132.6667  0.7308  0.6720 2.7494  1.6976    1.6195    1.0875
  78  102 XM_022459 XM_022448  213.0000  797.0000  292.1667 1132.8333  0.7290  0.7035 2.6829  2.0862    1.2860    1.0362
  79   80 XM_022459 XM_022459    0.0000    0.0000  286.0000 1145.0000  0.0000  0.0000 0.0000  0.0000       nan       nan
  79   81 XM_022459 XM_022459   45.3333  136.6667  283.0000 1112.0000  0.1602  0.1229 0.1802  0.1342    1.3425    1.3034
  79   82 XM_022459 XM_022476  168.3333  603.6667  222.1667  866.8333  0.7577  0.6964    nan  1.9790       nan    1.0880
  79   83 XM_022459 XM_022476  167.6667  599.3333  221.1667  861.8333  0.7581  0.6954    nan  1.9653       nan    1.0901
  79   84 XM_022459 XM_022476  159.0000  566.0000  210.0000  819.0000  0.7571  0.6911    nan  1.9080       nan    1.0956
  79   85 XM_022459 XM_022476  216.6667  777.3333  283.8333 1120.1667  0.7634  0.6939    nan  1.9453       nan    1.1000
  79   86 XM_022459 XM_022476  215.5000  730.5000  275.0000 1063.0000  0.7836  0.6872    nan  1.8602       nan    1.1403
  79   87 XM_022459 XM_022476  224.1667  761.8333  288.1667 1109.8333  0.7779  0.6864    nan  1.8511       nan    1.1332
  79   88 XM_022459 XM_022476  212.5000  737.5000  276.0000 1074.0000  0.7699  0.6867    nan  1.8540       nan    1.1212
  79   89 XM_022459 XM_022476  204.5000  712.5000  263.3333 1035.6667  0.7766  0.6880    nan  1.8693       nan    1.1288
  79   90 XM_022459 XM_022476  220.6667  756.3333  282.8333 1100.1667  0.7802  0.6875    nan  1.8633       nan    1.1349
  79   91 XM_022459 XM_022454  155.3333  522.6667  191.3333  744.6667  0.8118  0.7019    nan  2.0598       nan    1.1567
  79   92 XM_022459 XM_022447  152.1667  558.8333  198.8333  776.1667  0.7653  0.7200    nan  2.4139       nan    1.0629
  79   93 XM_022459 XM_022461  181.5000  710.5000  260.5000 1023.5000  0.6967  0.6942 1.9836  1.9485    1.0180    1.0037
  79   94 XM_022459 XM_022459  201.1667  748.8333  272.5000 1059.5000  0.7382  0.7068 3.1157  2.1403    1.4557    1.0445
  79   95 XM_022459 XM_022444  229.3333  778.6667  299.1667 1116.8333  0.7666  0.6972    nan  1.9903       nan    1.0995
  79   96 XM_022459 XM_022444  222.0000  788.0000  304.0000 1139.0000  0.7303  0.6918 2.7282  1.9176    1.4227    1.0555
  79   97 XM_022459 XM_022443  184.6667  735.3333  267.6667 1073.3333  0.6899  0.6851 1.8932  1.8353    1.0315    1.0070
  79   98 XM_022459 XM_022446  195.5000  670.5000  256.6667 1006.3333  0.7617  0.6663    nan  1.6444       nan    1.1432
  79   99 XM_022459 XM_022438  180.8333  642.1667  241.0000  881.0000  0.7503  0.7289    nan  2.6783       nan    1.0294
  79  100 XM_022459 XM_022476  215.1667  799.8333  287.1667 1119.8333  0.7493  0.7142 5.2057  2.2825    2.2807    1.0490
  79  101 XM_022459 XM_022443  224.1667  796.8333  307.5000 1186.5000  0.7290  0.6716 2.6816  1.6935    1.5834    1.0855
  79  102 XM_022459 XM_022448  224.6667  836.3333  304.5000 1192.5000  0.7378  0.7013 3.0903  2.0512    1.5066    1.0520
  80   81 XM_022459 XM_022459   45.3333  135.6667  269.1667 1050.8333  0.1684  0.1291 0.1907  0.1417    1.3463    1.3045
  80   82 XM_022459 XM_022476  157.6667  559.3333  209.6667  810.3333  0.7520  0.6903    nan  1.8974       nan    1.0894
  80   83 XM_022459 XM_022476  157.0000  555.0000  208.6667  805.3333  0.7524  0.6892    nan  1.8838       nan    1.0918
  80   84 XM_022459 XM_022476  148.8333  527.1667  199.1667  769.8333  0.7473  0.6848 4.2147  1.8317    2.3009    1.0913
  80   85 XM_022459 XM_022476  204.0000  731.0000  270.0000 1059.0000  0.7556  0.6903    nan  1.8977       nan    1.0946
  80   86 XM_022459 XM_022476  206.8333  699.1667  264.6667 1019.3333  0.7815  0.6859    nan  1.8448       nan    1.1393
  80   87 XM_022459 XM_022476  215.1667  727.8333  276.8333 1064.1667  0.7772  0.6839    nan  1.8222       nan    1.1364
  80   88 XM_022459 XM_022476  204.3333  707.6667  265.8333 1030.1667  0.7687  0.6869    nan  1.8570       nan    1.1189
  80   89 XM_022459 XM_022476  196.0000  679.0000  253.0000  992.0000  0.7747  0.6845    nan  1.8282       nan    1.1318
  80   90 XM_022459 XM_022476  211.6667  724.3333  272.3333 1056.6667  0.7772  0.6855    nan  1.8399       nan    1.1338
  80   91 XM_022459 XM_022454  148.0000  496.0000  181.1667  709.8333  0.8169  0.6988    nan  2.0126       nan    1.1691
  80   92 XM_022459 XM_022447  145.5000  529.5000  189.3333  737.6667  0.7685  0.7178    nan  2.3612       nan    1.0706
  80   93 XM_022459 XM_022461  179.1667  696.8333  256.5000 1000.5000  0.6985  0.6965 2.0089  1.9801    1.0146    1.0029
  80   94 XM_022459 XM_022459  192.0000  719.0000  261.8333 1013.1667  0.7333  0.7097 2.8531  2.1920    1.3016    1.0333
  80   95 XM_022459 XM_022444  218.6667  737.3333  283.5000 1057.5000  0.7713  0.6972    nan  1.9908       nan    1.1062
  80   96 XM_022459 XM_022444  211.5000  748.5000  289.0000 1079.0000  0.7318  0.6937 2.7904  1.9420    1.4369    1.0550
  80   97 XM_022459 XM_022443  175.5000  695.5000  253.6667 1012.3333  0.6919  0.6870 1.9178  1.8580    1.0322    1.0070
  80   98 XM_022459 XM_022446  184.5000  630.5000  244.0000  953.0000  0.7561  0.6616    nan  1.6036       nan    1.1429
  80   99 XM_022459 XM_022438  171.5000  608.5000  229.6667  835.3333  0.7467  0.7285 4.0775  2.6623    1.5315    1.0251
  80  100 XM_022459 XM_022476  204.3333  757.6667  269.6667 1062.3333  0.7577  0.7132    nan  2.2611       nan    1.0624
  80  101 XM_022459 XM_022443  212.1667  756.8333  293.1667 1128.8333  0.7237  0.6705 2.5131  1.6828    1.4934    1.0794
  80  102 XM_022459 XM_022448  214.0000  797.0000  289.3333 1135.6667  0.7396  0.7018 3.2110  2.0584    1.5599    1.0539
  81   82 XM_022459 XM_022476  159.1667  557.8333  206.6667  798.3333  0.7702  0.6987    nan  2.0125       nan    1.1022
  81   83 XM_022459 XM_022476  158.5000  553.5000  205.6667  793.3333  0.7707  0.6977    nan  1.9972       nan    1.1046
  81   84 XM_022459 XM_022476  149.8333  520.1667  194.5000  750.5000  0.7704  0.6931    nan  1.9340       nan    1.1115
  81   85 XM_022459 XM_022476  229.6667  790.3333  294.8333 1154.1667  0.7790  0.6848    nan  1.8316       nan    1.1376
  81   86 XM_022459 XM_022476  227.6667  748.3333  284.1667 1095.8333  0.8012  0.6829    nan  1.8103       nan    1.1732
  81   87 XM_022459 XM_022476  236.3333  779.6667  297.3333 1142.6667  0.7948  0.6823    nan  1.8040       nan    1.1649
  81   88 XM_022459 XM_022476  215.3333  707.6667  271.0000 1040.0000  0.7946  0.6804    nan  1.7835       nan    1.1677
  81   89 XM_022459 XM_022476  207.3333  683.6667  258.5000 1001.5000  0.8021  0.6826    nan  1.8075       nan    1.1749
  81   90 XM_022459 XM_022476  223.5000  727.5000  278.0000 1066.0000  0.8040  0.6825    nan  1.8055       nan    1.1780
  81   91 XM_022459 XM_022454  147.0000  476.0000  176.6667  675.3333  0.8321  0.7048    nan  2.1073       nan    1.1805
  81   92 XM_022459 XM_022447  145.3333  507.6667  183.3333  707.6667  0.7927  0.7174    nan  2.3514       nan    1.1050
  81   93 XM_022459 XM_022461  192.6667  729.3333  273.5000 1052.5000  0.7044  0.6930 2.1009  1.9322    1.0873    1.0166
  81   94 XM_022459 XM_022459  192.6667  699.3333  262.3333 1000.6667  0.7344  0.6989 2.9063  2.0142    1.4429    1.0509
  81   95 XM_022459 XM_022444  234.0000  796.0000  308.5000 1146.5000  0.7585  0.6943    nan  1.9499       nan    1.0925
  81   96 XM_022459 XM_022444  221.8333  797.1667  311.5000 1167.5000  0.7121  0.6828 2.2397  1.8093    1.2379    1.0430
  81   97 XM_022459 XM_022443  169.3333  693.6667  250.5000 1012.5000  0.6760  0.6851 1.7368  1.8355    0.9463    0.9867
  81   98 XM_022459 XM_022446  191.5000  653.5000  248.0000  958.0000  0.7722  0.6822    nan  1.8021       nan    1.1320
  81   99 XM_022459 XM_022438  177.8333  579.1667  225.0000  819.0000  0.7904  0.7072    nan  2.1470       nan    1.1177
  81  100 XM_022459 XM_022476  207.6667  756.3333  278.0000 1069.0000  0.7470  0.7075 4.1417  2.1532    1.9235    1.0558
  81  101 XM_022459 XM_022443  234.3333  849.6667  317.0000 1216.0000  0.7392  0.6987 3.1819  2.0124    1.5812    1.0579
  81  102 XM_022459 XM_022448  232.1667  860.8333  314.3333 1215.6667  0.7386  0.7081 3.1399  2.1639    1.4510    1.0430
  82   83 XM_022476 XM_022476    0.0000    0.0000  280.0000 1049.0000  0.0000  0.0000 0.0000  0.0000       nan       nan
  82   84 XM_022476 XM_022476    0.0000    1.0000  252.0000  948.0000  0.0000  0.0011 0.0000  0.0011       nan       nan
  82   85 XM_022476 XM_022476   12.3333   38.6667  277.6667 1039.3333  0.0444  0.0372 0.0458  0.0382    1.2000    1.1939
  82   86 XM_022476 XM_022476  147.6667  274.3333  215.6667  813.3333  0.6847  0.3373 1.8308  0.4480    4.0865    2.0300
  82   87 XM_022476 XM_022476  161.6667  308.3333  231.1667  860.8333  0.6994  0.3582 2.0214  0.4870    4.1511    1.9525
  82   88 XM_022476 XM_022476  151.0000  288.0000  219.3333  827.6667  0.6884  0.3480 1.8752  0.4677    4.0097    1.9785
  82   89 XM_022476 XM_022476  141.3333  256.6667  207.1667  785.8333  0.6822  0.3266 1.8029  0.4288    4.2040    2.0887
  82   90 XM_022476 XM_022476  155.8333  306.1667  227.8333  855.1667  0.6840  0.3580 1.8226  0.4866    3.7452    1.9105
  82   91 XM_022476 XM_022454  120.8333  281.1667  198.6667  755.3333  0.6082  0.3722 1.2494  0.5144    2.4289    1.6339
  82   92 XM_022476 XM_022447  125.5000  284.5000  203.5000  771.5000  0.6167  0.3688 1.2956  0.5075    2.5531    1.6724
  82   93 XM_022476 XM_022461  155.3333  472.6667  196.5000  727.5000  0.7905  0.6497    nan  1.5090       nan    1.2167
  82   94 XM_022476 XM_022459  178.6667  531.3333  221.3333  813.6667  0.8072  0.6530    nan  1.5341       nan    1.2362
  82   95 XM_022476 XM_022444  200.3333  630.6667  287.5000 1002.5000  0.6968  0.6291 1.9847  1.3688    1.4499    1.1076
  82   96 XM_022476 XM_022444  170.8333  592.1667  260.1667  957.8333  0.6566  0.6182 1.5626  1.3043    1.1981    1.0621
  82   97 XM_022476 XM_022443  198.5000  664.5000  265.8333 1036.1667  0.7467  0.6413 4.0715  1.4487    2.8106    1.1644
  82   98 XM_022476 XM_022446  143.0000  525.0000  203.5000  765.5000  0.7027  0.6858 2.0727  1.8439    1.1241    1.0246
  82   99 XM_022476 XM_022438  142.0000  545.0000  216.5000  767.5000  0.6559  0.7101 1.5567  2.2002    0.7075    0.9237
  82  100 XM_022476 XM_022476  161.0000  636.0000  239.1667  909.8333  0.6732  0.6990 1.7089  2.0166    0.8474    0.9630
  82  101 XM_022476 XM_022443  210.1667  746.8333  282.0000 1038.0000  0.7453  0.7195 3.7999  2.4016    1.5823    1.0358
  82  102 XM_022476 XM_022448  212.6667  749.3333  278.5000 1053.5000  0.7636  0.7113    nan  2.2228       nan    1.0736
  83   84 XM_022476 XM_022476    0.0000    1.0000  252.0000  948.0000  0.0000  0.0011 0.0000  0.0011       nan       nan
  83   85 XM_022476 XM_022476   12.3333   38.6667  276.6667 1034.3333  0.0446  0.0374 0.0460  0.0383    1.1985    1.1925
  83   86 XM_022476 XM_022476  147.6667  274.3333  215.6667  813.3333  0.6847  0.3373 1.8308  0.4480    4.0865    2.0300
  83   87 XM_022476 XM_022476  161.6667  305.3333  230.3333  855.6667  0.7019  0.3568 2.0598  0.4844    4.2524    1.9670
  83   88 XM_022476 XM_022476  149.5000  285.5000  218.1667  822.8333  0.6853  0.3470 1.8372  0.4658    3.9442    1.9750
  83   89 XM_022476 XM_022476  141.3333  256.6667  207.1667  785.8333  0.6822  0.3266 1.8029  0.4288    4.2040    2.0887
  83   90 XM_022476 XM_022476  155.8333  303.1667  227.0000  850.0000  0.6865  0.3567 1.8517  0.4841    3.8253    1.9247
  83   91 XM_022476 XM_022454  120.3333  276.6667  197.5000  750.5000  0.6093  0.3686 1.2550  0.5073    2.4741    1.6528
  83   92 XM_022476 XM_022447  125.0000  280.0000  202.3333  766.6667  0.6178  0.3652 1.3018  0.5005    2.6007    1.6916
  83   93 XM_022476 XM_022461  155.3333  472.6667  196.5000  727.5000  0.7905  0.6497    nan  1.5090       nan    1.2167
  83   94 XM_022476 XM_022459  178.6667  531.3333  221.3333  813.6667  0.8072  0.6530    nan  1.5341       nan    1.2362
  83   95 XM_022476 XM_022444  199.8333  627.1667  286.1667  997.8333  0.6983  0.6285 2.0061  1.3653    1.4694    1.1110
  83   96 XM_022476 XM_022444  170.8333  587.1667  259.3333  952.6667  0.6587  0.6163 1.5798  1.2936    1.2212    1.0688
  83   97 XM_022476 XM_022443  197.8333  660.1667  264.5000 1031.5000  0.7480  0.6400 4.4274  1.4397    3.0752    1.1687
  83   98 XM_022476 XM_022446  143.0000  525.0000  203.5000  765.5000  0.7027  0.6858 2.0727  1.8439    1.1241    1.0246
  83   99 XM_022476 XM_022438  142.0000  545.0000  216.5000  767.5000  0.6559  0.7101 1.5567  2.2002    0.7075    0.9237
  83  100 XM_022476 XM_022476  160.8333  631.1667  238.3333  904.6667  0.6748  0.6977 1.7252  1.9970    0.8639    0.9672
